,Brand,Model,Processor,RAM,Operating System,Storage,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
72,APPLE,2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MKGP3HN/A,Intel Core i5 Processor (10th Gen),16 GB Unified Memory RAM,Mac OS Operating System,1 TB HDD,38.1 cm (15 inch) Display,1 Year International Travelers Warranty (ITW),NaN,NaN,"₹1,94,900",4.9,16 Ratings & 3 Reviews
73,MSI,Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B4MW-423IN Noteboo...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,36.07 cm (14.2 inch) Display,1 Years Carry in Warranty,"₹61,990",10% off,"₹55,490",4.6,494 Ratings & 77 Reviews
74,realme,Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹54,999",14% off,"₹46,999",4.5,"5,405 Ratings & 878 Reviews"
75,Lenovo,IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹50,290",28% off,"₹35,990",4.2,129 Ratings & 9 Reviews
76,acer,Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹89,999",32% off,"₹60,990",4,3 Ratings & 0 Reviews
77,MSI,Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year onsite Warranty,"₹78,990",26% off,"₹57,990",4,8 Ratings & 0 Reviews
78,ASUS,VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS Thin and L...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹62,990",19% off,"₹50,990",4,9 Ratings & 0 Reviews
79,DELL,Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹89,849",20% off,"₹70,990",4.3,78 Ratings & 8 Reviews
80,DELL,Vostro Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inches) Display,1 Year Onsite Warranty,"₹43,312",3% off,"₹41,990",4.3,"1,199 Ratings & 162 Reviews"
81,HP,Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-eg1000TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹77,327",15% off,"₹65,190",4.7,6 Ratings & 0 Reviews
82,DELL,Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹55,490",27% off,"₹39,990",4.4,592 Ratings & 62 Reviews
83,Lenovo,IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Lapt...,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,38.1 cm (15 inch) Display,1 Year Warranty Term,"₹79,690",29% off,"₹55,990",4.5,210 Ratings & 31 Reviews
84,Lenovo,IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Limited Warranty,"₹86,690",27% off,"₹62,990",4.2,260 Ratings & 24 Reviews
85,ASUS,TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹89,990",26% off,"₹66,190",4.4,"3,490 Ratings & 338 Reviews"
86,Lenovo,Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),"₹90,890",25% off,"₹67,990",4.5,207 Ratings & 16 Reviews
87,Lenovo,IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,04,890",35% off,"₹67,990",4.4,10 Ratings & 1 Reviews
88,APPLE,2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MKGP3HN/A,AMD Ryzen 3 Dual Core Processor,16 GB Unified Memory RAM,Mac OS Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹1,94,900",4.9,16 Ratings & 3 Reviews
89,DELL,Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) Vostro 3400 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,36.07 cm (14.2 inch) Display,1 Years Carry in Warranty,"₹44,780",7% off,"₹41,490",4,224 Ratings & 20 Reviews
90,acer,Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,35.56 cm (14 inches) Display,1 Years Carry in Warranty,"₹1,40,990",14% off,"₹1,19,990",4.6,285 Ratings & 45 Reviews
91,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
92,HP,14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DQ2535TU Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹63,179",6% off,"₹58,990",4.3,"1,428 Ratings & 109 Reviews"
93,Lenovo,Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 13ALC6 Thin and Light Lapto...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,04,890",28% off,"₹74,990",NaN,NaN
94,Lenovo,IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Years Carry in Warranty,"₹97,890",35% off,"₹62,990",4.4,37 Ratings & 7 Reviews
95,DELL,Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Years Carry in Warranty,"₹52,605",23% off,"₹39,990",4.6,5 Ratings & 1 Reviews
96,acer,Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light Laptop,Intel Core i7 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹89,999",32% off,"₹60,990",4,3 Ratings & 0 Reviews
97,ASUS,VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS Thin and L...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹62,990",19% off,"₹50,990",4,9 Ratings & 0 Reviews
98,MSI,Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹78,990",26% off,"₹57,990",4,8 Ratings & 0 Reviews
99,Lenovo,IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹50,290",28% off,"₹35,990",4.2,129 Ratings & 9 Reviews
100,realme,Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹54,999",14% off,"₹46,999",4.5,"5,405 Ratings & 878 Reviews"
101,Lenovo,IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year onsite Warranty,"₹86,690",27% off,"₹62,990",4.2,260 Ratings & 24 Reviews
102,DELL,Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,AMD Ryzen 3 Dual Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travellers Warranty (ITW),"₹89,849",20% off,"₹70,990",4.3,78 Ratings & 8 Reviews
103,ASUS,VivoBook S S15 ScreenPad Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S532E...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inches) Display,1 Year Onsite Warranty,"₹1,04,990",20% off,"₹82,990",4.5,31 Ratings & 4 Reviews
104,DELL,Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹55,490",27% off,"₹39,990",4.4,592 Ratings & 62 Reviews
105,HP,Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-eg1000TU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,38.1 cm (15 inch) Display,1 Year Onsite Warranty,"₹77,327",15% off,"₹65,190",4.7,6 Ratings & 0 Reviews
106,acer,Nitro Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Warranty Term,"₹99,999",25% off,"₹74,490",4.5,308 Ratings & 49 Reviews
107,ASUS,Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X712EA-AU511TS Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹85,990",27% off,"₹62,760",NaN,NaN
108,DELL,Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,"₹56,776",24% off,"₹42,990",4.4,8 Ratings & 0 Reviews
109,DELL,Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,2 Years Warranty,"₹49,613",19% off,"₹39,890",4.1,365 Ratings & 35 Reviews
110,ASUS,TUF Dash F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeF...,Intel Octa Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹1,04,990",19% off,"₹84,990",4.4,217 Ratings & 23 Reviews
111,Lenovo,IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Lapto...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,04,890",35% off,"₹67,990",4.4,10 Ratings & 1 Reviews
112,Lenovo,Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹90,890",25% off,"₹67,990",4.5,207 Ratings & 16 Reviews
113,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
114,Lenovo,Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub T...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹75,390",28% off,"₹53,990",4.2,320 Ratings & 32 Reviews
115,acer,Aspire 5 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A514-54 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty Commencing from the Date of Purchase,"₹55,990",33% off,"₹36,990",4.3,137 Ratings & 11 Reviews
116,DELL,Vostro Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Lap...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹51,105",18% off,"₹41,499",NaN,NaN
117,acer,Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,1 Year Warranty Term,"₹1,49,990",27% off,"₹1,08,990",4.5,"1,264 Ratings & 181 Reviews"
118,ASUS,ASUS TUF Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,01,990",11% off,"₹90,490",4.5,37 Ratings & 4 Reviews
119,HP,Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GT...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,"₹87,717",20% off,"₹69,990",NaN,NaN
120,Nokia,PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Year Warranty Term,"₹90,000",40% off,"₹53,990",4.4,"1,047 Ratings & 221 Reviews"
121,Lenovo,ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹75,879",13% off,"₹65,990",4.2,19 Ratings & 0 Reviews
122,Lenovo,IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 year Onsite Warranty,"₹93,690",29% off,"₹65,990",3.9,13 Ratings & 2 Reviews
123,ASUS,Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502T Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹55,990",16% off,"₹46,990",4.1,310 Ratings & 37 Reviews
124,ASUS,VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹67,990",17% off,"₹55,990",NaN,NaN
125,MSI,Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,17,990",21% off,"₹92,990",4.6,159 Ratings & 20 Reviews
126,DELL,Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inches) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹87,168",26% off,"₹64,468",4.1,182 Ratings & 14 Reviews
127,ASUS,ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,29,990",34% off,"₹84,990",NaN,NaN
128,ASUS,VivoBook K15 OLED (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 year Onsite Warranty,"₹58,990",20% off,"₹46,990",NaN,NaN
129,DELL,Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹71,549",23% off,"₹54,890",4,4 Ratings & 0 Reviews
130,DELL,Vostro Ryzen 5 Quad Core R5-3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹58,286",22% off,"₹45,090",NaN,NaN
131,DELL,Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹40,614",6% off,"₹37,990",4.3,"1,104 Ratings & 127 Reviews"
132,ASUS,VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹67,990",17% off,"₹55,990",NaN,NaN
133,ASUS,ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,29,990",34% off,"₹84,990",NaN,NaN
134,acer,Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A514-54 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹56,999",17% off,"₹46,990",3.8,193 Ratings & 19 Reviews
135,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Carry-In Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
136,HP,HP Pavilion Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Carry-In Warranty,"₹76,020",21% off,"₹59,990",4.4,"1,806 Ratings & 173 Reviews"
137,DELL,Vostro Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10) Vostro 5415 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹61,060",1% off,"₹60,390",4.6,68 Ratings & 18 Reviews
138,ASUS,ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹90,990",15% off,"₹76,990",4.4,115 Ratings & 16 Reviews
139,ASUS,Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X515EA-BQ522TS Laptop,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Limited Warranty,"₹69,990",23% off,"₹53,890",4.1,34 Ratings & 3 Reviews
140,Lenovo,Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹89,490",32% off,"₹59,990",4.4,20 Ratings & 2 Reviews
141,MSI,Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B4MW-423IN Noteboo...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹61,990",10% off,"₹55,490",4.6,494 Ratings & 77 Reviews
142,Lenovo,Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,15,167",47% off,"₹59,990",4.5,13 Ratings & 2 Reviews
